model_name,family_pair,recipient_family,layer_idx,effect,entity_wins,relation_wins,original_retained,mixed_or_other
microsoft/phi-2,present_participle__past_tense,present_participle,6,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,8,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,10,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,12,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,14,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,16,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,18,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,20,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,22,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,24,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,26,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,28,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,30,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,18,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,20,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,22,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,24,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,26,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,28,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,30,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,0,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,2,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,4,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,6,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,8,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,10,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,12,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,14,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,16,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,18,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,20,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,22,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,24,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,26,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,28,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,30,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,18,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,20,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,22,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,24,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,26,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,28,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,30,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,0,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,2,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,4,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,6,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,8,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,10,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,12,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,14,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,16,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,18,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,20,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,22,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,24,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,26,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,28,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,30,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,18,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,20,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,22,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,24,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,26,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,28,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,30,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,0,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,2,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,4,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,6,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,8,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,10,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,12,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,14,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,16,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,18,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,20,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,22,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,24,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,26,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,28,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,30,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,18,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,20,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,22,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,24,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,26,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,28,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,30,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,0,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,2,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,4,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,6,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,8,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,10,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,12,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,14,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,16,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,18,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,20,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,22,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,24,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,26,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,28,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,30,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,18,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,20,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,22,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,24,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,26,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,28,original_retained,0,0,1,0
microsoft/phi-2,past_tense__present_participle,past_tense,30,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,0,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,2,original_retained,0,0,1,0
microsoft/phi-2,present_participle__past_tense,present_participle,4,original_retained,0,0,1,0
